Latitude,Longitude,FacilityName,Street,City,County,State,ZIPCode,ParentName,StandardizedParentCompany,NAICS1
41.12436,-85.16176,STONCOR GROUP INC,1310 DIVIDEND RD,FORT WAYNE,ALLEN,IN,46808,RPM INC,,325510
41.0942,-85.14398,ENGINEERED POLYMER SOLUTIONS INC (DBA VALSPAR COATINGS),202 JACOBS AVE,FORT WAYNE,ALLEN,IN,46808,VALSPAR CORP,,325510
38.33464,-85.82529,WISE TECHNICAL MANUFACTURING,800 INDUSTRIAL BLVD,NEW ALBANY,FLOYD,IN,47150,NA,NA,325510
39.80651,-85.17149,PROKO IND INC,501 S FOOTE ST,CAMBRIDGE CITY,WAYNE,IN,47327,PROKO IND INC,,325510
39.80593,-85.17317,POTTER PAINT CO OF INDIANA INC,508 S GREEN ST,CAMBRIDGE CITY,WAYNE,IN,47327,NA,,325510
39.81981,-85.00141,CHEMREX,519 W WATER ST,CENTERVILLE,WAYNE,IN,47330,DEGUSSA CONSTRUCTION CHEMICALS INC,,325510
39.637659,-85.139043,C P INC,196 S WATER,CONNERSVILLE,FAYETTE,IN,47331,NA,C P INC,325510
39.63814,-84.93328,WINSLOW-BROWNING INC,215 BROWNSVILLE AVE,LIBERTY,UNION,IN,47353,NA,NA,325510
40.43192,-84.98294,PATRIOT PAINT LLC,304 S BLAINE PIKE,PORTLAND,JAY,IN,47371,POLYMER INC,,325510
38.67017,-87.52712,KWICK KLEEN INDUSTRIEAL SOLVENTS,1202 BARNETT ST,VINCENNES,KNOX,IN,47591,KWICK KLEEN INDL SOLVENTS,,325510
38.05696,-87.36782,QUALITY COATINGS INC,1700 N STATE ST,CHANDLER,WARRICK,IN,47610,NA,,325510
37.984931,-87.547674,RED SPOT PAINT & VARNISH CO INC,1016 E COLUMBIA ST,EVANSVILLE,VANDERBURGH,IN,47711,RED SPOT PAINT & VARNISH CO INC,RED SPOT PAINT & VARNISH CO INC,325510
39.44835,-87.39169,WABASH PRODUCTS,1600 HULMAN ST,TERRE HAUTE,VIGO,IN,47802,NA,,325510
39.47352,-87.41605,SHERWIN-WILLIAMS CO,180 CANAL ST,TERRE HAUTE,VIGO,IN,47807,THE SHERWIN-WILLIAMS CO,,325510
39.535304,-87.053216,PPG INDUSTRIES,2831 E INDUSTRIAL PARK DR,BRAZIL,CLAY,IN,47834,PPG INDUSTRIES INC,PPG INDUSTRIES INC,325510
39.52848,-87.1048,PPG INDUSTRIES INC,1825 E NATIONAL AVE,BRAZIL,CLAY,IN,47834,PPG INDUSTRIES INC,PPG INDUSTRIES INC,325510
40.41317,-86.85783,WORWAG COATINGS LLC NA,3420 KOSSUTH ST,LAFAYETTE,TIPPECANOE,IN,47905,KARL WOERWAG PMBH KARL WOERWAG GMBH INDUSTRIA,KARL WOERWAG PMBH KARL WOERWAG GMBH INDUSTRIA,325510
42.46984,-83.28069,UNITED PAINT & CHEMICAL,24671 TELEGRAPH RD,SOUTHFIELD,OAKLAND,MI,48033,NA,NA,325510
42.61433,-82.88836,AXALTA COATING SYSTEMS USA LLC-MOUNT CLEMENS PLANT,400 GROESBECK HWY,MOUNT CLEMENS,MACOMB,MI,48043,AXALTA COATING SYSTEMS LLC,AXALTA COATING SYSTEMS LLC,325510
42.86169,-83.2902,ITW ENGINEERED POLYMERS,2425 N LAPEER RD,OXFORD,OAKLAND,MI,48371,ILLINOIS TOOL WORKS INC,ILLINOIS TOOL WORKS INC,325510
42.62795,-83.29307,AKZO NOBEL COATINGS INC.,30 BRUSH ST,PONTIAC,OAKLAND,MI,48341,AKZO NOBEL,,325510
42.718908,-83.24568,"LYMTAL INTERNATIONAL,INC",4150 S LAPEER RD,LAKE ORION,OAKLAND,MI,48359,NA,NA,325510
42.55293,-83.04246,PPG INDUSTRIES INC,35345 STANLEY DR,STERLING HEIGHTS,MACOMB,MI,48077,PPG INDUSTRIES INC,,325510
42.57197,-83.81149,TRANSTAR AUTOBODY TECHNOLOGIES,2040 HEISERMAN DR,BRIGHTON,LIVINGSTON,MI,48114,TRANSTAR INC,TRANSTAR INC,325510
42.49535,-83.68847,FORTECH PRODUCTS,7600 KENSINGTON CT,BRIGHTON,LIVINGSTON,MI,48116,NA,NA,325510
42.33762,-83.157,AUTOMOTIVE FINISHES INC,6450 WYOMING,DEARBORN,WAYNE,MI,48126,NA,,325510
42.1086,-83.26015,NORTH AMERICAN COATINGS INC,27100 HALL RD,FLAT ROCK,WAYNE,MI,48134,NA,,325510
42.095055,-83.246674,PPG INDUSTRIES INC,21500 GIBRALTAR RD,FLAT ROCK,WAYNE,MI,48134,PPG INDUSTRIES INC,,325510
42.38957,-83.49573,CYGNET AUTOMATED CLEANING LLC,45889 MAST ST,PLYMOUTH,WAYNE,MI,48170,CYGNET AUTOMATED CLEANING LLC,CYGNET AUTOMATED CLEANING LLC,325510
42.18443,-83.384,SEIBERT OXIDERMO INC,16255 WAHRMAN RD,ROMULUS,WAYNE,MI,48174,DETREX CORP,,325510
42.26767,-83.416,STRUCTURAL COATINGS & CHEMICALS INC,5645 COGSWELL RD,WAYNE,WAYNE,MI,48184,STRUCTURAL COATINGS & CHEMICALS,,325510
42.30338,-83.41146,RED SPOT PAINT & VARNISH CO INC,550 S EDWIN ST,WESTLAND,WAYNE,MI,48186,RED SPOT PAINT & VARNISH CO INC,RED SPOT PAINT & VARNISH CO INC,325510
42.41814,-83.09068,AKZO COATINGS INC,1221 E MCNICHOLS,DETROIT,WAYNE,MI,48203,NA,,325510
42.32285,-83.11118,MAGNI INDUSTRIES INC,2771 HAMMOND,DETROIT,WAYNE,MI,48209,THE MAGNI GROUP INC,THE MAGNI GROUP INC,325510
42.3473,-83.12793,BASF CORP,5935 MILFORD AVE,DETROIT,WAYNE,MI,48210,BASF CORP,,325510
42.39588,-83.04241,"MICHIGAN INDUSTRIAL FINISHES, INC",9045 VINCENT ST,DETROIT,WAYNE,MI,48211,NA,,325510
42.38556,-83.0343,SEIBERT-OXIDERMO INC,6455 STRONG AVE,DETROIT,WAYNE,MI,48211,DETREX CORP,,325510
42.37913,-83.02529,TITAN FINISHES CORP,1497 E GRAND BLVD,DETROIT,WAYNE,MI,48211,NA,,325510
42.39591,-83.07041,BASF CORP,1700 CANIFF,HAMTRAMCK,WAYNE,MI,48212,BASF CORP,,325510
42.36286,-82.96788,ALCO PRODUCTS LLC,580 ST JEAN ST,DETROIT,WAYNE,MI,48214,NA,ALCO PRODUCTS LLC,325510
42.451389,-83.114722,GAGE PRODUCTS CO,625 WANDA AVE,FERNDALE,OAKLAND,MI,48220,NA,NA,325510
42.3931,-83.17872,MERCURY PAINT CO,14300 SCHAEFER HWY,DETROIT,WAYNE,MI,48227,NA,,325510
42.3779,-83.23652,CHEM-STRIP INC,12430 EVERGREEN,DETROIT,WAYNE,MI,48228,NA,,325510
42.316149,-83.175694,MICHLIN CHEMICAL CORP,"8951 SCHAEFER HWY, BLDG 1",DETROIT,WAYNE,MI,48228,TRISS CORP,,325510
42.39893,-83.13305,BASF CORP,3301 BOURKE AVE,DETROIT,WAYNE,MI,48238,BASF CORP,,325510
42.39531,-83.15147,UNITED-STANDARD INC,8225 LYNDON AVE,DETROIT,WAYNE,MI,48238,PICEU GROUP LTD,,325510
42.37528,-83.3036,Z TECHNOLOGIES CORP,26500 CAPITOL AVE,REDFORD,WAYNE,MI,48239,NA,NA,325510
42.6263,-83.2891,AKZONOBEL COATINGS INC,120 FRANKLIN RD,PONTIAC,OAKLAND,MI,48341,AKZO NOBEL NV,AKZO NOBEL NV,325510
42.62452,-83.268806,SP SERVICES INC,491 E WILSON,PONTIAC,OAKLAND,MI,48341,NA,,325510
42.64872,-83.26529,COATING SPECIALTIES INC,926 EAST FEATHERSTONE,PONTIAC,OAKLAND,MI,48342,NA,,325510
42.63715,-83.25702,FREIBORNE INDUSTRIES INC,15 W SILVERDOME INDUSTRIAL PARK,PONTIAC,OAKLAND,MI,48342,NA,NA,325510
42.57527,-83.45011,THE VALSPAR CORP - QUEST SPECIALTY COATINGS LLC,4205 MARTIN RD,WALLED LAKE,OAKLAND,MI,48390,THE VALSPAR CORP,THE VALSPAR CORP,325510
43.11534,-83.69164,MOUNT MORRIS COATINGS INC,11400 INDUSTRIAL AVE,MOUNT MORRIS,GENESEE,MI,48458,NA,,325510
43.029825,-83.685147,DU PONT FLINT PLANT,1555 JAMES P COLE BLVD,FLINT,GENESEE,MI,48503,E I DU PONT DE NEMOURS & CO INC,,325510
43.04848,-83.67651,PPG INDUSTRIES INC FL,3601 JAMES P COLE BLVD,FLINT,GENESEE,MI,48505,PPG INDUSTRIES INC,,325510
43.03659,-83.65545,B-B PAINT CORP,2201 N DORT HWY,FLINT,GENESEE,MI,48506,NA,,325510
43.62352,-84.76046,ITW FOILS,1011 INDUSTRIAL AVE,MOUNT PLEASANT,ISABELLA,MI,48858,ILLINOIS TOOL WORKS,,325510
41.912741,-85.993644,POSTLE EXTRUSIONS,201 N EDWARDS ST,CASSOPOLIS,CASS,MI,49031,NA,NA,325510
42.20876,-85.78421,BASF CORP,23930 CONCORD AVE,MATTAWAN,VAN BUREN,MI,49071,BASF CORP,BASF CORP,325510
41.8124,-86.2536,NCP COATINGS INC,225 FORT ST,NILES,BERRIEN,MI,49120,NCP COATINGS INC,NCP COATINGS INC,325510
42.84837,-85.58524,"HELEN,INC DBA ENVIRONMENTAL COATINGS,INC",6450 HANNA LAKE AVE SE,CALEDONIA,KENT,MI,49316,NA,NA,325510
43.470833,-85.9425,ENGINEERED POLYMER SOLUTIONS INC. D/B/A VALSPAR COATINGS,411 N DARLING,FREMONT,NEWAYGO,MI,49412,THE VALSPAR CORP,,325510
43.031774,-86.194308,PPG INDUSTRIES - GRAND HAVEN,1855 INDUSTRIAL DR,GRAND HAVEN,OTTAWA,MI,49417,NA,PPG INDUSTRIES INC,325510
42.761389,-86.08,SHERWIN-WILLIAMS CO,636 E 40TH ST,HOLLAND,ALLEGAN,MI,49423,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,325510
42.78197,-86.12875,REPCOLITE PAINTS INC,473 W 17TH ST,HOLLAND,OTTAWA,MI,49423,NA,NA,325510
42.93894,-85.67564,LILLY INDUSTRIES INC,1350 STEELE AVE SW,GRAND RAPIDS,KENT,MI,49507,NA,,325510
42.93561,-85.68873,BASF CORP COATINGS DIV,836 CHICAGO DR SW,GRAND RAPIDS,KENT,MI,49509,BASF CORP,,325510
45.80182,-88.07003,NELSON PAINT CO OF MICHIGAN,ONE NELSON DR,KINGSFORD,DICKINSON,MI,49802,NA,NA,325510
45.10416,-87.610892,NORTHERN COATINGS & CHEMICAL CO INC,705 6TH AVE,MENOMINEE,MENOMINEE,MI,49858,NA,NA,325510
42.040204,-93.583221,BASF CORP,1725 DAYTON AVE,AMES,STORY,IA,50010,BASF CORP,BASF CORP,325510
42.03873,-92.907887,DIAMOND PRODUCTS CO,715 S 3RD AVE,MARSHALLTOWN,MARSHALL,IA,50158,VOGEL PAINT INC,VOGEL PAINT INC,325510
41.60203,-93.61808,IOWA PAINT TECH. & MANUFACTURING CENTER,97 INDIANA AVE,DES MOINES,POLK,IA,50314,PPG INDUSTRIES INC,,325510
41.568176,-93.646628,ATLAS PRODUCTS INC (BASIC COATINGS),2124 GEORGE FLAGG PKWY,DES MOINES,POLK,IA,50321,BETCO CORP,,325510
42.994105,-96.058161,VOGEL PAINT & WAX CO INC,1020 ALBANY PL SE,ORANGE CITY,SIOUX,IA,51041,VOGEL PAINT INC,VOGEL PAINT INC,325510
41.92429,-91.69043,KLINGER PAINT CO INC,5555 WILLOW CREEK DR SW,CEDAR RAPIDS,LINN,IA,52404,NA,NA,325510
40.823767,-91.102897,DIAMOND VOGEL PAINT CO INC,1506 BLUFF RD,BURLINGTON,DES MOINES,IA,52601,VOGEL PAINT INC,VOGEL PAINT INC,325510
40.81042,-91.10046,RILEY BROTHERS INC,106 WASHINGTON,BURLINGTON,DES MOINES,IA,52601,NA,,325510
40.8124,-91.11054,RILEY PAINT CO,860 WASHINGTON ST,BURLINGTON,DES MOINES,IA,52601,JENNISON IND,,325510
43.24331,-88.106182,CUSTOM PAK PRODUCTS INC,N115 W19150 EDISON DR,GERMANTOWN,WASHINGTON,WI,53022,NA,,325510
43.2329,-88.144897,CUSTOM-PAK PRODUCTS INC,N118 W18981 BUNSEN DR,GERMANTOWN,WASHINGTON,WI,53022,NA,NA,325510
43.0332,-88.15541,VOLATILE FREE INC,19500 JANACEK CT,BROOKFIELD,WAUKESHA,WI,53045,NA,NA,325510
43.183583,-88.092222,SHERWIN-WILLIAMS CO,N92 W14701 ANTHONY AVE,MENOMONEE FALLS,WAUKESHA,WI,53051,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,325510
43.07794,-88.246385,PRIME LEATHER FINISHES CO,1002 HICKORY ST,PEWAUKEE,WAUKESHA,WI,53072,NA,,325510
43.74341,-87.81058,NEXGEN COATINGS  LLC,710 FOREST AVE,SHEBOYGAN FALLS,SHEBOYGAN,WI,53085,VOGEL PAINT INC,VOGEL PAINT INC,325510
43.76049,-87.73952,SHEBOYGAN PAINT CO,1439 N 25TH ST,SHEBOYGAN,SHEBOYGAN,WI,53081,NA,SHEBOYGAN PAINT CO,325510
43.74343,-87.81239,FASSE PAINT CO,851 FOREST AVE,SHEBOYGAN FALLS,SHEBOYGAN,WI,53085,NA,,325510
42.52786,-87.90623,MATHEWS PAINT-PPG INDUSTRIES,8201 100TH ST,PLEASANT PRAIRIE,KENOSHA,WI,53158,PPG INDUSTRIES INC,,325510
42.532222,-87.906111,RUST-OLEUM CORP,8105 95TH ST,PLEASANT PRAIRIE,KENOSHA,WI,53158,RPM INTERNATIONAL INC,RPM INTERNATIONAL INC,325510
42.920464,-87.930612,NORTHWEST COATINGS CORP,6870 S 13TH ST,OAK CREEK,MILWAUKEE,WI,53154,NORTHWEST COATINGS,,325510
43.00644,-88.20535,VOLATILE FREE INC,1415 ELLIS ST,WAUKESHA,WAUKESHA,WI,53186,NA,,325510
43.02922,-87.91258,PRIME LEATHER FINISHES CO,190 S 2ND ST,MILWAUKEE,MILWAUKEE,WI,53204,NA,,325510
43.13402,-87.99822,"HENTZEN COATINGS,INC",6937 W MILL RD,MILWAUKEE,MILWAUKEE,WI,53218,NA,HENTZEN COATINGS INC,325510
42.947059,-87.924556,SOLAR PAINT,5375 S 9TH ST,MILWAUKEE,MILWAUKEE,WI,53221,NA,,325510
43.2046,-89.21091,HALLMAN LINDSAY PAINT,1717 N BRISTOL,SUN PRAIRIE,DANE,WI,53590,NA,NA,325510
43.09427,-89.36224,LINDSAY FINISHES INC,1898 E JOHNSON ST,MADISON,DANE,WI,53704,NA,,325510
43.08269,-89.37272,MPC CO LLC,939 E WASHINGTON AVE,MADISON,DANE,WI,53707,NA,,325510
44.29086,-88.26784,THERMO ELECTRON WISCONSIN INC,820 HYLAND AVE,KAUKAUNA,OUTAGAMIE,WI,54130,THERMO ELECTRON CORP,,325510
44.51075,-87.98285,CARBOLINE CO,614 ELIZABETH ST,GREEN BAY,BROWN,WI,54302,RPM INTERNATIONAL INC,RPM INTERNATIONAL INC,325510
44.958671,-89.617765,HCI CHEMTEC INC,310 S BELLIS ST,WAUSAU,MARATHON,WI,54403,NA,,325510
44.92212,-89.59542,POWDER TECHNOLOGY INC,551 ALDERSON ST,SCHOFIELD,MARATHON,WI,54476,NA,,325510
43.97801,-88.54831,LAKESIDE PLASTICS INC,450 W 33RD AVE,OSHKOSH,WINNEBAGO,WI,54902,NA,NA,325510
44.070884,-88.527861,A P NONWEILER CO INC,3321 COUNTY ROAD A,OSHKOSH,WINNEBAGO,WI,54901,NA,NA,325510
44.94939,-93.16153,LOES ENTERPRISES INC,1457 IGLEHART AVE,SAINT PAUL,RAMSEY,MN,55104,NA,,325510
44.9812,-93.20443,IVC NORTH INC (DBA TI KROMATIC INDUSTRIAL),2492 DOSWELL AVE,SAINT PAUL,RAMSEY,MN,55108,IVC INDUSTRIAL COATINGS,,325510
45.03885,-93.0572,H B FULLER CO INDUSTRIAL COATINGS DIV,3200 LABORE RD,VADNAIS HEIGHTS,RAMSEY,MN,55110,H B FULLER CO,,325510
44.99118,-92.97669,H B FULLER CO INDUSTRIAL COATINGS DIV,2900 GRANADA LN,OAKDALE,WASHINGTON,MN,55128,H B FULLER CO,,325510
44.917975,-93.425667,THE SIERRA CO LLC,11400 W 47TH ST,MINNETONKA,HENNEPIN,MN,55343,TK PRODUCTS,TK PRODUCTS,325510
45.117375,-93.42203,COOK COMPOSITES & POLYMERS CO,8976 ZACHARY LN N  BOX 1415,MAPLE GROVE,HENNEPIN,MN,55369,COOK COMPOSITES & POLYMERS CO,,325510
45.11178,-93.39706,CERAM-TRAZ CORP CERAMIC INDL COATINGS,325 HWY 81,OSSEO,HENNEPIN,MN,55369,NA,NA,325510
44.999722,-93.279722,DIAMOND VOGEL-NORTH INC,2020 N 2ND ST,MINNEAPOLIS,HENNEPIN,MN,55411,VOGEL PAINT INC,VOGEL PAINT INC,325510
44.99997,-93.24609,DAVIS FROST INC,1209 NE TYLER ST,MINNEAPOLIS,HENNEPIN,MN,55413,NA,,325510
44.97438,-93.25399,VALSPAR CORP,1101 S 3RD ST,MINNEAPOLIS,HENNEPIN,MN,55415,VALSPAR CORP,,325510
44.940303,-93.340271,SUPREME FINISHERS INC,4820 W 35TH ST,MINNEAPOLIS,HENNEPIN,MN,55416,SUPREME FINISHERS INC,,325510
45.057207,-93.277259,AXALTA COATING SYSTEMS USA LLC - MINNESOTA SITE,48 NORTHERN STACKS DR - STE 200,FRIDLEY,ANOKA,MN,55421,AXALTA COATING SYSTEMS LLC,AXALTA COATING SYSTEMS LLC,325510
45.131568,-93.174942,PLASTI DIP INTERNATIONAL,3760 FLOWERFIELD RD,CIRCLE PINES,ANOKA,MN,55014,NA,,325510
45.161722,-93.171062,PLASTI DIP INTERNATIONAL,3920 PHEASANT RIDGE DR,BLAINE,ANOKA,MN,55449,NA,NA,325510
45.11432,-93.38693,RUST-OLEUM - BROOKLYN PARK,10301 XYLON AVENUE N - SUITE 190,BROOKLYN PARK,HENNEPIN,MN,55445,RPM CONSUMER HOLDING CO,RPM INTERNATIONAL INC,325510
44.00103,-97.126,PROKO IND INC,300 S OLIVE ST,MADISON,LAKE,SD,57042,NA,,325510
46.60039,-112.022,COLUMBIA PAINT & COATINGS CO,1517 DODGE ST,HELENA,LEWIS AND CLARK,MT,59601,SHERWIN-WILLIAMS CO,,325510
42.00365,-87.94939,DUPLI-COLOR PRODUCTS,1601 NICHOLAS BLVD,ELK GROVE VILLAGE,COOK,IL,60007,SHERWIN-WILLIAMS CO,,325510
42.001933,-87.966471,JOHN L ARMITAGE & CO,1313 LUNT AVE,ELK GROVE VILLAGE,COOK,IL,60007,JOHN L ARMITAGE & CO,,325510
42.009489,-87.940967,UNIVERSAL CHEMICALS & COATINGS INC,1124 ELMHURST RD,ELK GROVE VILLAGE,COOK,IL,60007,UNIVERSAL CHEMICALS & COATINGS INC,UNIVERSAL CHEMICALS & COATINGS INC,325510
41.99583,-87.94807,RELADYNE  (ELK GROVE VILLAGE),2250 ARTHUR AVE,ELK GROVE VILLAGE,COOK,IL,60007,RELADYNE LLC,RELADYNE LLC,325510
41.99062,-87.94252,BECKER SPECIALTY CORP,2500 DELTA LN,ELK GROVE VILLAGE,DUPAGE,IL,60007,BECKER SPECIALTY CORP,BECKER SPECIALTY CORP,325510
42.21415,-88.25442,FOX VALLEY SYSTEMS INC,640 INDUSTRIAL DR,CARY,MCHENRY,IL,60013,NA,FOX VALLEY SYSTEMS INC,325510
42.204963,-88.237407,TRUE VALUE MANUFACTURING,201 JANDUS ROAD,CARY,MCHENRY,IL,60013,TRUE VALUE CO,TRUE VALUE CO,325510
42.00619,-87.91134,AKZO NOBEL NON-STICK COATINGS,521 SANTA ROSA DR,DES PLAINES,COOK,IL,60018,AKZO NOBEL COATINGS INC,,325510
42.471038,-88.431859,CROWN INDL PRODS CO INC,213 STATELINE RD,HEBRON,MCHENRY,IL,60034,BIMET CORP,,325510
42.197603,-88.086518,ACCENT PRODUCTS,300 E MAIN ST,LAKE ZURICH,LAKE,IL,60047,IBP INC,,325510
42.023039,-87.782854,DUPONT CHICAGO REFINISHING SER VICE CENTER,7828 N MERRIMAC AVE,MORTON GROVE,COOK,IL,60053,E I DU PONT DE NEMOURS & CO INC,,325510
42.358062,-87.825971,AKZONOBEL AEROSPACE COATINGS,1 E WATER ST,WAUKEGAN,LAKE,IL,60085,AKZO NOBEL INC,AKZO NOBEL NV,325510
42.365192,-87.883708,ROCKTRED II LLC,405 OAKWOOD,WAUKEGAN,LAKE,IL,60085,NA,NA,325510
42.13321,-87.92841,MATTHEWS PAINT CO,400 S MERCANTILE CT,WHEELING,COOK,IL,60090,NA,,325510
42.117587,-87.924669,SHERWIN-WILLIAMS CO,1991 S WHEELING RD,WHEELING,COOK,IL,60090,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,325510
42.129684,-87.92313,SUNNYSIDE CORP,225 CARPENTER AVE,WHEELING,COOK,IL,60090,NA,NA,325510
42.46041,-87.86042,AKZO NOBEL SPECIALITY COATINGS INC,1915 INDUSTRIAL AVE,ZION,LAKE,IL,60099,AKZO NOBEL INC,,325510
41.91737,-87.99195,SAVOGRAN CO,85 INDUSTRIAL RD,ADDISON,DUPAGE,IL,60101,SAVOGRAN CO,,325510
41.881475,-87.867674,GJ NIKOLAS & CO INC,2800 WASHINGTON BLVD,BELLWOOD,COOK,IL,60104,NA,NA,325510
41.97646,-87.95204,NATIONAL INDUSTRIAL COATINGS INC. DBA NICOAT INC.,840 INDUSTRIAL DR,BENSENVILLE,DUPAGE,IL,60106,NA,,325510
42.121345,-88.284781,JAMES B DAY & CO,1 DAY LN,CARPENTERSVILLE,KANE,IL,60110,NA,,325510
42.117778,-88.288611,VALSPAR CORP,400 E COTTAGE AVE,CARPENTERSVILLE,KANE,IL,60110,VALSPAR CORP,,325510
42.012277,-88.270977,DSM DESOTECH INC,1122 ST CHARLES ST,ELGIN,KANE,IL,60120,DSM FINANCE USA INC,,325510
42.07344,-88.32388,UNIVERSAL CHEMICALS & COATINGS INC,1975 FOX LN,ELGIN,KANE,IL,60123,UNIVERSAL CHEMICALS & COATINGS INC,UNIVERSAL CHEMICALS & COATINGS INC,325510
41.88537,-87.80737,JORDAN PAINT MFG CO,7250 FRANKLIN ST,FOREST PARK,COOK,IL,60130,WATSON STANDARD CO,,325510
42.10171,-88.512072,WR MEADOWS INC,300 INDUSTRIAL DR,HAMPSHIRE,KANE,IL,60140,WR MEADOWS INC,W R MEADOWS INC,325510
41.987402,-88.040394,ICP INDUSTRIAL,1600 GLENLAKE AVE.,ITASCA,DUPAGE,IL,60143,NA,NA,325510
42.08865,-88.87186,EUCLID CHEMICAL CO,3835 STATE RT 72,KIRKLAND,DEKALB,IL,60146,RPM INTERNATIONAL INC,RPM INTERNATIONAL INC,325510
42.263109,-88.612888,ENGINEERED POLYMER SOLUTIONS INC,1400 N STATE ST,MARENGO,MCHENRY,IL,60152,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,325510
41.90788,-87.86441,BENJAMIN MOORE & CO MELROSE PARK,N & 25TH AVE,MELROSE PARK,COOK,IL,60160,BENJAMIN MOORE & CO,,325510
41.90153,-87.87086,FEDERATED PAINT MANUFACTURING CO INC.,1529 N 31ST ST,MELROSE PARK,COOK,IL,60160,FEDERATED PAINT MANUFACTURING CO INC,,325510
41.90788,-87.86441,BENJAMIN MOORE & CO MELROSE PARK,N & 25TH AVENUES,MELROSE PARK,COOK,IL,60160,BENJAMIN MOORE & CO,,325510
41.94988,-87.85891,MIDWEST LACQUER,3940 N WILLOW RD,SCHILLER PARK,COOK,IL,60176,NA,,325510
41.993318,-88.69774,SEYMOUR OF SYCAMORE INC,917 CROSBY AVE,SYCAMORE,DEKALB,IL,60178,NA,NA,325510
41.907407,-88.266614,TIGER DRYLAC USA INC,3945 SWENSON AVE,SAINT CHARLES,KANE,IL,60174,NA,NA,325510
41.87644,-88.235487,WHITFORD CORP,1891 FABYAN PKY,WEST CHICAGO,KANE,IL,60185,WHITFORD WORLDWIDE CO,,325510
41.90716,-88.104569,KNS COS INC,475 RANDY RD,CAROL STREAM,DUPAGE,IL,60188,NA,NA,325510
41.92149,-88.11221,ENGINEERED POLYMER SOLUTIONS INC (DBA VALSPAR COATINGS),725 KIMBERLY DR,CAROL STREAM,DUPAGE,IL,60188,VALSPAR CORP,,325510
42.02646,-87.7058,RUST-OLEUM CORP,2301 OAKTON ST,EVANSTON,COOK,IL,60204,RUST-OLEUM CORP,,325510
41.668736,-87.709249,TMS MANUFACTURING,3555 W 123RD ST,ALSIP,COOK,IL,60803,TERRAZZO & MARBLE SUPPLY CO,TERRAZZO & MARBLE SUPPLY CO,325510
41.527129,-87.617801,BEHR PROCESS CORP-CHICAGO,270 STATE ST,CHICAGO HEIGHTS,COOK,IL,60411,MASCO CORP,MASCO CORP,325510
41.52167,-87.6176,ITW SPECIALTY FILMS,500 STATE ST,CHICAGO HEIGHTS,COOK,IL,60411,ILLINOIS TOOL WORKS INC,ILLINOIS TOOL WORKS INC,325510
41.606261,-87.641709,SERVICE COATINGS INC,15600 S LATHROP AVE,HARVEY,COOK,IL,60426,NA,,325510
41.567269,-87.64487,ACCURATE DISPERSIONS,1111 MAPLE AVE,HOMEWOOD,COOK,IL,60430,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,325510
41.584935,-87.548243,NB COATINGS INC,2701 E 170TH ST,LANSING,COOK,IL,60438,NIPPON PAINT (USA) INC,NIPPON PAINT (USA) INC,325510
41.58652,-87.5436,NB COATINGS INC,3000 E 170TH ST,LANSING,COOK,IL,60438,NIPPON PAINT (USA) INC,NIPPON PAINT (USA) INC,325510
41.493552,-87.747176,SHERWIN-WILLIAMS CO,21901 CENTRAL AVE,MATTESON,COOK,IL,60443,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,325510
41.49705,-87.70155,HEXION SPECIALTY CHEMICALS INC.,21625 OAK ST,MATTESON,COOK,IL,60443,HEXION SPECIALTY CHEMICALS INC,,325510
41.590755,-87.719712,ADHERON COATINGS CORP,16420 S KILBOURN AVE,OAK FOREST,COOK,IL,60452,THRALL ENTERPRISES,,325510
41.61308,-87.62107,ACCURATE COATINGS & DISPERSIONS INC PLANT 2,15530 S LASALLE ST,SOUTH HOLLAND,COOK,IL,60473,NA,,325510
41.591605,-87.614045,GIBRALTAR CHEMICAL WORKS INC,114 E 168TH ST,SOUTH HOLLAND,COOK,IL,60473,GIBRALTAR CHEMICAL WORKS INC,GIBRALTAR CHEMICAL WORKS INC,325510
41.614283,-87.621816,ACCURATE DISPERSIONS,192 W 155TH ST,SOUTH HOLLAND,COOK,IL,60473,THE SHERWIN-WILLIAMS CO,THE SHERWIN-WILLIAMS CO,325510
41.57083,-87.79755,H B FULLER CO  GLOBAL COATING DIV,7351C DUVAN DR,TINLEY PARK,COOK,IL,60477,H B FULLER CO,,325510
41.5531,-87.82253,ATLAS PUTTY PRODUCTS CO,8351 185TH ST,TINLEY PARK,WILL,IL,60487,NA,NA,325510
41.792013,-87.806718,"WILLIAMS-HAYWARD PROTECTIVE, COATINGS INC",7400 W ARCHER AVE,SUMMIT,COOK,IL,60501,NA,,325510
41.772709,-88.329606,RIVER VALLEY COATINGS INC,800 N HIGHLAND AVE,AURORA,KANE,IL,60506,NA,,325510
41.77513,-88.22472,RAHN USA CORP,1005 N COMMONS DRIVE,AURORA,DUPAGE,IL,60504,NA,NA,325510
